A,B,C,D,E,F,G,H,I,J,K
3.55463528881559,3.19560788367623,3.20721325574954,2.89431941760678,3.21019287297807,1.74228658928698,2.3436209990634,3.52343532516352,3.84576200540877,3.95708004469412,3.3168884985613
3.58993072481972,3.55053186962327,3.33418847295277,2.85973056250805,2.81556474338693,2.34032698537095,2.53462482686174,4.00390313916591,3.9784848221534,4.09367691492516,3.56676590278484
3.63312220875376,3.67197825633159,2.96836552294559,2.76169444713327,3.00784216698358,2.43034802313648,2.50787315335543,3.21501302687506,3.80307374849533,3.9332520094829,3.19515497769803
3.46477875525044,3.53536288610441,3.15637961927935,3.66053227635146,3.30085388040326,1.88654549303161,2.50787315335543,3.85922739640508,3.57160417853928,3.78542493356545,3.9981296393904
3.66060772187905,3.21968072358074,3.65930059184669,2.9263555526924,2.91793727039249,2.03540340547034,2.33118688671477,3.51604290152952,3.75572751492476,3.81237651545122,2.75358234618931
3.55463528881559,3.24651027164945,3.61772766851217,2.91856533053424,2.19898737463882,2.68318585810098,2.82825723179006,3.96492824526296,3.41620563081654,3.62557695973793,3.03289211451949
3.46477875525044,3.31317102208552,3.0821045046999,3.45726583639193,2.85243594476345,2.0470610893101,2.13670425661593,3.67567202806625,3.1430802757017,3.69930337553497,4.20275198435891
3.63312220875376,3.39435030823216,3.41082250227296,3.28513566075512,3.2422192342979,2.49302292887404,2.49939310267659,3.51604290152952,3.78432431345245,3.91003252173018,2.96902775418023
3.53184740432273,3.31317102208552,3.34546947864434,2.8901434906718,3.0625111699219,1.64882539204992,2.04261777131124,2.32042332366885,3.71022259770298,3.78143445104901,2.9858956420326
4.01573950074498,3.48868965395954,2.2772956399503,4.03955528000909,3.3123884205206102,1.89478911012278,2.06646366975084,3.60581159314886,3.79484043158328,3.85161444970027,3.21021871228505
3.60191637162103,3.42987845199861,3.38108732446885,3.40218755730605,1.89800947868401,1.69966552894218,2.38213715869694,3.83576979402354,4.4081814228125,4.35233644936114,3.47658928887511
3.51621558410836,3.19108394563036,3.32260660550877,3.19948504920892,2.43711390223096,1.85565091310849,2.07952427577249,3.58564430011134,4.12694047772475,4.17588612192454,3.82022504512954
3.67609127792336,3.39435030823216,3.42029839136067,2.8436862612562,2.45701802904407,2.46097098329834,2.52319556519691,3.46883327641034,3.29093554803273,3.49226759433881,3.94516377738961
3.30828937989554,3.3009856139392,3.4731832299654,3.12440102289245,2.69245539247071,2.43034802313648,2.60907922258078,3.35551290067973,3.30656401442302,3.63690702233252,3.04025320172507
3.66439598401166,3.35565468593936,3.5301365971997,3.20358219411067,2.85495359110739,1.54357174573453,2.2651435486145,3.12181504159694,3.79066449114606,3.78937908341897,3.2077440950477
3.81113937568341,3.56996662977654,3.31070738774625,3.76169315879104,3.38257527033099,2.20718594568362,2.28161072764312,3.37528692250205,3.21268162372204,3.57058110522919,2.93737205127178
2.70745259911016,2.91437241625094,3.29012086729083,3.5235624705495,3.08525426467777,3.34757658541767,3.49938879110688,4.0859540153017,3.8567111852774,3.89486353619697,3.28067634422252
3.30460369211605,3.05926984145119,3.12854211740756,2.87952455075984,3.12476275717462,2.20050488298659,2.30135375393279,3.61332552503312,4.04872540549869,3.94532942544783,2.94105642825969
3.14007819225036,2.99995594406222,3.38108732446885,3.37074683690867,3.04341825794331,2.05087847797468,2.16666449754722,3.58564430011134,3.88462726502028,4.04697790407481,3.87104092919309
3.97290477480431,3.42987845199861,3.03921172938291,3.0305388353874,2.75362855874992,2.30209633163714,2.33118688671477,3.35144771363753,3.82687666205128,3.81977944120175,3.0581278969839
3.51998879986721,3.34301977859828,3.46761527700272,3.33232714090883,2.90694191900702,2.50320196640051,2.48824107792434,3.42972036744128,2.95899449820821,3.7025203861519,3.85902195052004
3.71518913563484,3.34780104859549,3.87934352731611,3.56228529780903,3.46816503999592,2.12734858099138,2.22563756311782,3.48011428428211,3.1230543917017,3.90200837719189,3.87104092919309
3.34352174062227,3.01385452664702,2.91776559962825,2.93019888107895,2.99165543830877,1.71537148366146,1.98263119844967,3.60958480914243,2.74420848900244,3.13701879711822,2.50000434244539
3.46902409092007,3.475898265441,3.38108732446885,3.1794776611151,2.95336691317124,2.19371944118726,2.36246834043509,3.67178279810832,2.87263492372812,3.44273740313368,3.77695058845393
3.1878133847153,3.08902763375653,3.54679650764597,2.88592702039328,2.5427377826757,2.39953498826287,2.53462482686174,3.48813842734117,3.5428800316942,3.65694092560771,3.1522268158016
3.50779727930323,3.23433300114858,3.38108732446885,2.89845557346253,3.37883455528843,2.23913147429449,2.24583958424913,3.52343532516352,3.88799390565658,3.86724627211666,3.84380176793923
3.60563360767898,3.46027880344178,3.54210138720282,3.23408877278781,3.29633464854901,2.36406389414162,2.44885297355353,3.46883327641034,3.47469418309826,3.61785596647461,2.78883286190818
3.52743828618699,3.45659311475747,3.36364344046908,2.79165750278106,2.99892412001668,2.35472422484386,2.47679512814509,3.40636558187873,3.68688175707116,3.56621630046383,2.98173969121658
3.59816704392768,3.46027880344178,3.51532967201615,3.27314255272931,2.91357247785747,2.01986711718893,2.21868920275935,3.02663427595953,3.55387541423559,3.76231148019088,3.40561502866217
3.60191637162103,3.58214828592577,3.68382372747882,4.01508151105773,3.50339740891775,2.60577443494755,2.66012559096236,3.7502037375377,3.76695021835976,3.94897898029276,3.17954991754044
3.77925023290928,3.68747723894528,3.5783135543622002,2.86642929968687,2.79588470005451,1.92564966118871,2.31278265986189,3.87500656000048,2.69741235513597,3.95349821431901,2.63309414907891
3.55115255632771,3.62521778048615,3.41082250227296,3.05417970629399,2.64221476234216,2.24524799806777,2.52780342548852,3.68776305725162,3.28693894695409,3.66749110694124,3.92565208137294
3.63312220875376,3.43379692396176,2.2772956399503,3.07385981663505,1.61715991528302,2.38657043547735,2.39007668157452,3.55094835696856,3.74420709262376,3.76231148019088,2.84780011345424
3.06769140724376,3.08902763375653,3.17983049745661,3.57849382897857,3.17200128625813,2.05087847797468,2.30900634274651,3.4497169905767,3.5428800316942,3.62557695973793,2.80039753991982
3.4374888763657,3.20230664066539,3.52032161665393,3.09400070041422,3.5307205310739,2.34275991309723,2.49570748764986,3.82811484636326,3.82687666205128,3.90603898123512,3.26573600292264
3.53548778110733,3.63677763039942,3.349165622711,3.46459349486264,2.72749787460288,2.13524419911516,2.52780342548852,3.99595104636242,3.74885199737101,3.73789842312029,3.19001534228012
3.42644689946484,3.34301977859828,3.3707052923527,3.61159894885843,2.95735128437518,2.42234259299045,2.53122751865257,3.16362749438275,3.51608685978753,3.76509542854519,3.04388748039173
3.47322832881281,3.2384301465306,3.96836502556514,3.34354984028281,2.65033256977986,2.85927607929426,3.25019052737945,4.33209915308639,3.65938558596407,3.86283715337578,3.16060573921958
3.26185173493487,3.28844841423838,3.45626052883193,2.67797805939993,2.2806194939308,1.91797635416716,2.12527604538739,3.59739328780511,2.4746990139515,4.10524165235472,2.87852049178437
3.73072652911091,3.34780104859549,4.10529859531626,3.7140515275484,3.1054576247106,2.53860787838002,2.61286390249344,3.80478515285102,2.90444708866128,3.11340675842546,3.81596423837776
3.57030565005448,3.27740644031788,3.46197501097666,2.67454491405492,2.57403792689942,2.38216146676539,2.49570748764986,3.75399199979151,2.8494433490675,3.57058110522919,2.86288317963751
3.94275235830711,3.99995551402323,3.3564648585771,3.11324878153609,3.42172738198845,2.02342420096629,2.36746968138076,3.51975484209158,2.4746990139515,3.34873241139552,2.96078005427303
2.980777867476,3.00347251080714,3.12485643194356,3.94524029280131,3.15973227607209,2.74214568787259,2.76140639438358,4.11318228230088,3.84576200540877,3.82825965829838,3.44900577379507
3.61358010324523,3.31659067973947,3.39455489465273,2.65335581424314,3.25339467254909,2.17627703949602,2.44471033434743,3.66389826491158,3.36118494177619,3.48439497290046,3.65578739283974
3.30828937989554,3.28479886125031,2.73818282134626,2.20359902975313,2.72749787460288,2.20385826064939,2.30519690282662,3.51975484209158,3.36511523392837,3.79329755624995,3.17689367623476
3.67974741629981,3.69892553139075,3.39122695239381,3.11324878153609,2.70681342798289,1.62921361623007,2.23920943939543,3.22605499879781,2.87781541782579,2.69930509269259,2.75003708766107
3.26185173493487,2.85551982815465,3.38787331150167,3.76169315879104,3.37048977873348,2.31521737543773,2.15330181550795,3.48414488757547,3.45515207996953,3.95708004469412,3.6987051834543
3.22640840534598,3.21540192874397,3.16377445787514,3.6710824577014,3.05465754146246,3.03928829198421,3.12525189749426,3.7502037375377,2.9076640896164,3.45707185194643,3.65578739283974
4.23806786624459,4.42193375984105,3.52279623533363,2.98410601554722,2.64629263279012,2.55528414117432,2.53122751865257,3.34320137145852,3.50811793162372,3.83184395206489,3.20023449913966
3.36336604945785,3.12753458384168,3.33798146035612,4.27746380426982,3.44492176118213,2.3754629385212,2.42192306597879,3.53160411280158,2.94007755805691,3.45424256262162,3.91409589261834
3.22344392848665,3.09757139617974,3.26539649662207,2.93778498321493,3.46816503999592,1.89478911012278,2.62126073707911,3.59351216790991,3.77572414216425,3.66048620603096,2.85119746646232
3.42176190949352,3.31998362106993,3.38108732446885,2.96156276967258,3.18744976405479,2.31521737543773,2.50425910169185,3.4216882745192,3.21268162372204,3.86283715337578,3.94516377738961
3.47656265908302,3.24248900032509,3.71025283578473,3.7645041359575,3.44877647025389,1.94909112744423,2.32756790389747,3.76147080991366,3.02978896150189,3.66749110694124,3.93365556639913
3.44558993884732,3.47234331202495,3.54679650764597,2.59948103698405,2.75992275326111,1.87530488611702,2.36246834043509,3.85154811934366,3.48329435296531,3.62557695973793,3.14939752860818
3.691548227661,3.82386426039734,4.35646477530686,4.08605578884179,3.51508316500289,1.91016507055592,1.98663308172584,3.70679525855443,3.55747953794661,3.60999521919696,2.6987069053488
3.63715682442906,3.32335026028916,3.60972201453608,3.383058366717,3.27300496653342,2.00797012604735,2.40248553936685,3.61332552503312,3.67059380650705,3.83539890612896,3.10142671890622
3.52372951552919,3.25049465010362,3.45046985138666,2.83899115954658,3.0969138618908,1.82798116059324,2.18470739289767,3.83976844137332,3.68688175707116,3.60198956525525,3.1550377903645
3.52743828618699,3.45287587915429,3.40113523785734,3.49220280674307,3.19897017761941,2.44208611145024,2.39477164867326,3.42629621545169,3.29093554803273,3.53436893826901,3.65223486228099
3.80727895505606,3.35095956657629,3.73060188348207,3.40604226616364,3.10120675283958,2.12334628798063,2.1718965445585,3.4529620445778,3.72511415201108,3.74230754173347,2.85512774463341
3.58218678549784,3.37543332676415,2.65568354976859,2.61160152054315,3.12476275717462,2.44973887931941,2.45702155970698,3.42629621545169,3.63003019562894,3.75810180791851,3.21021871228505
3.35575619214832,3.28844841423838,3.09748526511697,3.71089300854102,2.92653741754562,2.44592935105486,2.53122751865257,3.34320137145852,3.68152002915819,3.57058110522919,2.9858956420326
3.3203538856221,3.10038236994958,2.68382557151427,2.49586332691847,3.21896679075286,2.28856650879702,2.48824107792434,3.29636337534027,3.80307374849533,3.72591712666088,3.10772094422641
3.34012437543325,3.31998362106993,3.78513941179564,3.34795895739363,3.75678574070232,2.471919908001,2.51145737871352,3.36748501822794,4.06015486710155,4.10142085519028,3.17689367623476
3.37923727934884,3.2384301465306,3.24994925805232,2.47235384107495,3.12879024196486,2.21376579173459,2.73449170454336,3.7811442442503,2.92340107219748,3.50759722325251,3.77359175920247
3.55115255632771,3.16772917370694,3.67173522893743,3.62725089259471,3.02344721126728,2.32035677719335,2.48824107792434,3.62869390713436,3.10410400229476,3.39988491554997,3.823844186592
3.98077739772902,3.80822689224109,3.26181097182751,3.6194954287768,2.92225863168801,2.54321982212115,2.89855109406383,4.01556475854701,3.78432431345245,3.73493394435614,3.07529589686057
3.50391615966347,3.36641651171265,3.69058331055521,3.2893398973683,3.42915139797445,1.96501021206489,2.19469078018811,3.28062635464752,2.81908740708843,2.91791172298142,2.95281925948339
3.68388851508243,3.76556956669116,3.38787331150167,3.54312214152969,3.17919969572293,2.03932416672298,2.19959771878889,3.80478515285102,3.43182239142606,3.66749110694124,3.59001835917574
3.53909789673106,3.31317102208552,3.5583169288668,3.01192339885211,3.26526677998299,2.73825938356415,2.76140639438358,3.92575110102279,3.79484043158328,3.96503275977937,3.2077440950477
3.51621558410836,3.25049465010362,3.85934689963007,3.15963336266719,3.52699722493625,1.85565091310849,2.05978308358281,3.28540762399605,3.67881413601832,3.60198956525525,3.13789237807922
3.64115430308346,3.42592430303684,3.75440479659561,3.35520944816114,3.3123884205206102,1.82798116059324,2.10452327002935,2.7891695238269,3.52001715269259,3.70730165772569,2.83569561881998
3.74258824939075,3.98559736427329,3.46761527700272,3.42543083488418,2.75992275326111,2.37994008360683,2.45702155970698,3.54662698387629,4.18141191852117,4.14461234381044,3.39445823013562
3.34352174062227,3.16047060796534,3.78513941179564,3.63487028863151,3.40223654412653,2.11522933509976,2.27755209517511,3.83218426725302,3.17366433382613,3.57918127577267,3.50753134843112
3.57826241160937,3.57843634519297,3.16377445787514,2.86642929968687,3.49600256472643,2.28580922119548,2.19959771878889,3.56282433487033,3.55387541423559,3.40943023049451,3.13789237807922
3.80727895505606,3.80822689224109,3.14475123926541,2.75026505568321,3.17200128625813,2.11522933509976,2.45702155970698,3.42972036744128,3.647880424693,3.76231148019088,3.04388748039173
3.43015883967772,3.25835539344011,3.36364344046908,3.43749534297677,2.99892412001668,1.6329588463303,2.00610747286077,3.3791359373179,3.22443060436811,3.41256594340249,3.93737147758389
3.69957237179457,3.6480377465373,3.56953963130323,2.50766390514994,3.01135873397738,2.28856650879702,2.46899339784069,3.72675283928853,3.86562924946786,3.87914549498958,3.36264596994585
3.51998879986721,3.19108394563036,3.63711903385451,2.85520663819082,2.66998706970497,2.36406389414162,2.70731668814201,3.71864577413049,3.41221209138519,3.19123773368613,3.35209579168251
3.72279185845698,3.40281085521264,3.5537453664987,2.92247790861346,3.15220097650063,2.22345235113768,2.4175140747017,3.43311773310624,3.33383252494654,3.5150637865204,2.86725345918295
3.72701061808518,3.37094831968078,3.25774155322028,2.63107965107282,2.98051909593985,2.39953498826287,2.3436209990634,3.35144771363753,3.09169476012673,3.57490247839356,4.05106571363052
3.78744471108004,3.475898265441,3.48140355838669,3.1641222302243,3.08228978974526,2.36406389414162,2.39787366529565,3.28856614155609,2.73714668113915,3.67609127792336,3.95281872518822
3.66439598401166,3.66363347757462,3.48410945117671,3.0150819121607,2.22222729478141,1.81263478120253,1.71869638182764,3.53873847295947,3.02123719161027,3.01540667791019,3.35209579168251
3.41030732848,3.31317102208552,2.2772956399503,3.77282952425843,2.70681342798289,2.24220050338599,2.36746968138076,3.55862009665289,3.29093554803273,3.4763770026399,3.49233582538393
3.19581166091986,3.18420843344141,3.26181097182751,2.69474812743384,2.60502215883144,2.35941916469559,2.68714955519988,3.30402308471939,2.74885336419769,3.56621630046383,3.91017447122279
3.25774813697695,3.31998362106993,3.66821865553611,3.12071533750764,3.02684014812064,2.23913147429449,2.359101827521,3.30097539315097,3.78432431345245,3.72286943379575,3.64865303217617
3.47656265908302,3.43379692396176,3.18737425725877,2.98071308000842,2.37506898354233,2.57420084818604,2.58162066893751,3.33195687801068,4.01751956526643,4.10524165235472,3.27433616972442
3.61358010324523,3.34780104859549,3.2227522692468,2.83662443625746,2.98051909593985,2.23913147429449,2.38691826789352,3.65990166209942,3.05675783161461,3.57490247839356,3.6954881728419
3.40642099964296,3.33980276906185,3.46761527700272,3.51568389797864,2.71381827636308,1.74613594912926,2.15330181550795,3.42629621545169,3.04054231330399,3.78143445104901,3.85119661331311
3.62904975956801,3.34780104859549,3.49212742149868,2.93019888107895,1.91799999677492,1.88654549303161,2.1281614116508,3.50757318651376,3.60823306905379,3.66048620603096,2.78094837045001
3.40249957934762,3.21540192874397,3.42029839136067,2.82459340133741,3.21019287297807,2.4382085585526,2.4291733552967,3.53518594265044,3.95899397889334,3.87161107735984,3.33945431649833
3.39051828592436,3.26988600589757,3.51532967201615,2.82459340133741,2.95735128437518,2.20718594568362,2.51501226603534,3.69891531059822,3.57506471015503,3.65694092560771,3.78094719142412
3.65623742648414,3.33165441940198,2.3528390426537,2.17188729061615,3.23390713001158,1.99627714741325,2.25880375006146,3.55437476064894,3.04054231330399,3.47367110987112,3.76542297059732
3.7074509451878,3.3871717259795,3.92952987542937,3.24627042259184,2.48437879575506,2.81253287517649,2.93727381451322,4.20711296629722,4.31854955792568,4.24590105859023,2.88273696157288
3.55877803324941,3.34780104859549,3.43865158826088,3.48050751425433,3.22969064851036,2.26888745992485,2.53122751865257,3.50375518920069,3.60823306905379,3.78542493356545,3.08197747291344
3.20366529511202,3.22602089706768,3.68040406851634,3.42174514635525,3.2422192342979,1.93381225557749,2.27755209517511,3.34320137145852,3.86914582306116,3.91791109550651,3.32831795516721
3.60191637162103,3.26988600589757,3.56284086994231,2.81721148139825,2.60502215883144,2.40587496780778,2.39787366529565,3.25419725964385,3.58863751548193,3.6726716189716,2.95281925948339
3.21895892303368,3.10595031726376,3.63330940911653,3.15281184977158,3.30798823826265,2.20385826064939,2.32023819508969,3.55437476064894,3.8190864179771,4.0003333581901,3.51980036774581
3.76666110631769,3.39860118401631,3.13280291968771,3.48798632322457,3.30798823826265,2.39525632754882,2.34710918470486,3.38295113899874,3.07238963140181,3.69930337553497,3.90621731884616
3.53184740432273,3.31317102208552,3.45046985138666,3.36304762231618,3.03520830160005,2.44208611145024,2.51145737871352,3.22605499879781,2.91244534709227,3.43091914011852,3.85512690678697
3.71133727491386,3.40559480286671,3.55144141195081,2.9263555526924,2.55842139213484,2.48784252464896,2.52319556519691,3.4770665918728,3.94745058915016,4.05058802024896,3.34672301006856
4.05909092080877,3.42987845199861,3.56731817163347,3.32390883822625,2.82373349497448,2.42636375298045,2.49939310267659,3.33195687801068,3.10410400229476,3.42183948481562,3.94516377738961
3.55115255632771,3.16772917370694,3.45046985138666,3.74735870725491,3.40999830690024,1.74228658928698,2.2651435486145,3.6915123851049,4.11913272627788,4.36646109199876,3.72286051705225
3.42176190949352,3.28479886125031,3.5301365971997,4.01508151105773,3.23390713001158,2.26600194010227,2.23920943939543,3.37140348983403,3.6974106229455,3.76923817337505,3.03658825377999
3.93124719620938,3.83997996739912,3.20311127347907,2.47672403861121,2.8673274433723,2.55528414117432,2.7892676351282,3.92972388479066,3.89629806817222,3.9379370006572,3.44182719101404
2.70745259911016,3.10038236994958,3.17546020549736,3.75886386894285,2.82102761386112,2.69520473663029,2.73803696142135,4.04686342716456,3.56105399776077,3.67948422052145,3.04388748039173
3.79548743091519,3.51211043064163,3.26939514180636,2.96156276967258,3.4802295486796,2.17982200796406,2.31278265986189,3.53518594265044,3.72754718051048,3.75810180791851,3.14368305090396
3.61358010324523,3.542507726133,3.77004392996762,2.95257086619891,2.63809823932471,2.0000318937578,2.49199032761185,4.257759022471,2.4746990139515,3.79329755624995,1.96907733219465
3.59375152153102,3.29744033496211,3.48947117840918,3.25360045663072,2.75992275326111,1.86376570591872,2.18470739289767,3.65990166209942,3.74420709262376,3.85501181616354,3.21512604309393
3.66060772187905,3.55448902149924,2.92564415103967,3.52744879988076,3.06561328193418,2.68318585810098,2.86719153185911,3.64837404471525,3.78432431345245,3.98051420193339,3.51980036774581
3.68799050019382,3.45287587915429,2.2772956399503,4.08605578884179,2.98797496228493,2.73433798846788,2.88667901837496,3.7502037375377,3.85309204379187,3.89072736714586,3.18742253387637
4.05031699663767,4.12223800511743,2.86274507506305,4.06693281715874,3.39433353403016,2.44973887931941,2.3522894901918,3.51975484209158,2.80713364986068,3.08975282493549,2.41341867011224
3.34352174062227,3.14809672094788,3.68721667008738,2.99577679463458,2.65433527253963,2.55824857448754,2.57857301800653,3.35551290067973,3.84205006431539,3.84358235484038,3.25026332570026
3.56694682110367,3.61676820594252,3.38108732446885,2.66759611731444,2.10969323663262,2.44208611145024,2.42628774756283,3.60581159314886,3.87263415078055,4.00753840871563,3.28485228260542
